Purchaser,Copies Ordered
Shurnhem,6.0
Bucks,6.0
Cassington,6.0
Socialist,6.0
Modern  ,6.0
Moore,6.0
Solosy,6.0
Richardsons,6.0
Gill,6.0
Glenstec Bookshop,6.0
Green Frog,6.0
Book Room,6.0
Beaumont,6.0
Dawn,6.0
Bon Marche,6.0
Wells,6.0
C. W. S.,6.0
Beauevmeusten,6.0
W. H. Smith Harrogate,6.0
Burns Oats,6.0
Handlop,6.0
Welwyn Stores,6.0
Harlen,6.0
Thomson,6.0
Glen Hill,6.0
Deanogate,6.0
Unicorn Bookshop,6.0
Weathchead,6.0
Ellis,6.0
Elm Hill,6.0
W. H. Smith Chester,6.0
W. H. Smith Yorkshire,6.0
W. H. Smith Birmingham,6.0
W. H. Smith Andobes,6.0
W. H. Smith,6.0
"Commin, Exeter",6.0
Dowlings,6.0
Bridge Library,6.0
Donkey,6.0
Dillon,6.0
Blunton,6.0
George's,6.0
Waugh,6.0
Deegale,6.0
G. Mahoney,6.0
Bon marche,6.0
H. Rees,6.0
W. H. Smith Putney,6.0
Students,6.0
Wyllie,6.0
Students Bookshop,6.0
Chapman,6.0
Cheshire,6.0
Strampes,6.0
Heywood,6.0
Wood,6.0
Henfelder,6.0
Henderson,6.0
South's ,6.0
Broadbents,6.0
Civil Science Stores,6.0
Sweden,6.0
Beamsgate,6.0
Heizfelder,6.0
Clegg,6.0
J. Clark,7.0
Golder,7.0
Bridges,7.0
Robinson,7.0
Cargills,7.0
Collets Manchester,7.0
Jones,7.0
B. E. S. ,7.0
Mack & Moody,7.0
Stevens & Brown,7.0
Seafarers,8.0
Brooking,8.0
Myer,8.0
Petersfield Bookshop,8.0
Lewis Manchester,8.0
Seward,8.0
Barker,8.0
Lewis Glasgow,8.0
Strathmore,9.0
Bookshop E. Gristead,9.0
Friends,9.0
R. Krishnan,9.0
Sherrett & Hughes,9.0
Tovey,9.0
Paul's ,9.0
Burgess,9.0
Matthews,9.0
Greenwood,9.0
Harpers,9.0
Idanden,9.0
Wm Jackson,10.0
Coal's & Barstow,10.0
Librarie Central,10.0
House of Books,10.0
Beazley,10.0
Argosy Sun,10.0
Meulenhoff,10.0
Miller,10.0
Whitcombe & Tombe,11.0
Book,12.0
Backers,12.0
"Commin, Bournemort",12.0
Saxton,12.0
Central Books,12.0
Queensland,12.0
Central Educ.,12.0
Days,12.0
Sanctim,12.0
S. P. C. K. ,12.0
Pearce,12.0
Copland,12.0
Riching,12.0
Philip Son & Nephew,12.0
Phillip,12.0
A. B. Ward,12.0
Sanders,12.0
Socialist Bookshop,12.0
Brtish & Ed Shippers,12.0
Brierley,12.0
Broadhurst,12.0
Lewis  Glasgow,12.0
Smith King's Cross,12.0
Smith Kingsway,12.0
Smith Leeds,12.0
LEew Book,12.0
Burns Oates  ,12.0
Kula,12.0
Heldane,12.0
Key Books,12.0
Smith St. Paneras Deum,12.0
Smith Stockport,12.0
K. C. C.,12.0
Joyce,12.0
Jones. Darrs,12.0
Jones-Davis,12.0
Story,12.0
Jaon,12.0
Stapleton,12.0
Sotheran,12.0
Neben Books,12.0
Handpord Parker,12.0
Smith Horntin Ct.,12.0
Smith Ealing Broadway,12.0
Session Parker,12.0
Calmore,12.0
Bentalls,12.0
Mocleem,12.0
Galt,12.0
Milne,12.0
Midland Educ. B'ham,12.0
Midland Ed.,12.0
Gibson,12.0
Book Hunters,12.0
Goulden,12.0
Gily,12.0
Graftesmen,12.0
Slatter & Rose,12.0
Slatter Mose,12.0
Smith Baher St,12.0
Mawson,12.0
Marshall,12.0
Smith Basingstone,12.0
Truslove Off. St.,12.0
"Jackson, Glasgow",12.0
Webber,13.0
Literature,13.0
Whitby,13.0
Quaritch,14.0
Hodges Figgis,14.0
Taraporevala,14.0
Valley Libraries,15.0
Book Club,15.0
Pales,15.0
Collets,15.0
Jones & Evans,16.0
Jarrold,16.0
British Council,17.0
S. P. C. K.,17.0
Foyle's,17.0
Smith Harrogate,18.0
Bowne Holl,18.0
Mullen,18.0
Holl Jackson,18.0
Deansgate,18.0
Roycroft,18.0
Douglas & Foulis,18.0
G. P. C. K.,18.0
Galloway,18.0
D. Wilson,18.0
Lewis Liverpool,18.0
Webberley,18.0
Haldowe,18.0
Innes,18.0
Eason & Son,18.0
Bryce,19.0
Willshaw,19.0
Wilson,19.0
City,20.0
Lewis B'ham,20.0
Deighton Bell,20.0
Lewis Leeds,20.0
Steel & Gabbott,20.0
Fielder,21.0
Princes,21.0
Robinsons,21.0
Kendall Milne,21.0
Roberts,22.0
Andrews,23.0
Brown,23.0
McMilland,24.0
Lewis,24.0
Young,24.0
Kendel Milne,24.0
Hockliffe,24.0
Wyllies,24.0
Victory,24.0
Blunt,24.0
Oxford,24.0
Goulden & Curry,25.0
Haldane,25.0
Harold Hill,25.0
Wastells,25.0
Holl. Jackson,25.0
Soloway,25.0
Ken,25.0
Georges,25.0
Hill ,25.0
Smith Oxford,25.0
Central  ,25.0
Wyman,25.0
B. Chelboutem,25.0
Phillilp,25.0
Books Society,25.0
Midland Educ. Leicester,25.0
Smith Sloane Sq.,25.0
Chefteinham,25.0
Simon & Parker,25.0
"Wilson, Y",25.0
Parkers,25.0
Kew Bookshop,25.0
Mayne,25.0
Poateous,25.0
Smith B'ham,25.0
Locham,25.0
Collets London,25.0
Book Society,27.0
Eason,28.0
Pied Piper,28.0
Doulgas & Foulis,30.0
J. Black,30.0
British,31.0
Banks,31.0
Sherratt & Hughes,31.0
Clarke & Satchell,32.0
Gilbert,33.0
Simpkins,33.0
Vanguard,34.0
Army & Navy,35.0
Lamley,36.0
"Word, Brighton",36.0
Better Books,37.0
Jackson,37.0
Harrison,37.0
Oppenheim,37.0
Thin,37.0
Progressive,39.0
Thames,39.0
Park Lib,40.0
Mawson Swan,40.0
Clarck,41.0
Brights,42.0
Jardine,43.0
Ward,46.0
J. Smith,46.0
J. Menzies,48.0
Central Ed.,48.0
Truslove,49.0
Y. Smith,50.0
Wilson City,50.0
Wilson Hampstead,50.0
"Wilson, Victoria St.",50.0
Chesire,50.0
Foyles,50.0
Rees,50.0
J. Bumpus,50.0
Transatlantic Arts,50.0
Angus & Robertson,51.0
Ashew,53.0
Tyltherleigh,60.0
Argosy Sundial,60.0
Grant,61.0
Hudson,62.0
Cornish,62.0
Parker,62.0
Selfridge,62.0
Spencer,64.0
Heywood Hill,68.0
"Truslove, Sloane St.",75.0
Smith (Lib),75.0
Harrods (Lib),75.0
Stanley,75.0
Marlborough,78.0
Denny ,79.0
International,80.0
Bowes & Bowes,86.0
Combridge,90.0
Dawson,95.0
Heffer,100.0
Stoneham Cheapside,100.0
"Truslove, Clifford St.",100.0
Argosy,105.0
Harrods,109.0
"Lewis, Y.",110.0
"Menzies, Glasgow",125.0
Holmes,130.0
Hatchards  ,150.0
Askew,150.0
Smith (Book Dept),150.0
Zwemmer,168.0
Boots ,175.0
Continental,200.0
Hatchards,200.0
Gordon & Gotch,211.0
Blackwell,254.0
Woolston,255.0
Jackson ,300.0
Bumpus,300.0
Foyle,325.0
Menzies,403.0
Boots,475.0
MacMillan,536.0
Times,674.0
Simpkin,883.0
Smith,1216.0
